,start,node,geometry,count
3524,new_obj_2461,new_obj_1423,"LINESTRING (-21.89035158091905 64.13777599322421, -21.89217896672264 64.13850308932196)",387
3525,new_obj_2461,new_obj_2460,"LINESTRING (-21.89035158091905 64.13777599322421, -21.88934859976236 64.13742325013351)",14
3526,new_obj_248,15813,"LINESTRING (-21.83452045369136 64.10442120210735, -21.8340884 64.1041855)",7
3527,new_obj_251,9813,"LINESTRING (-21.77462525058641 64.1049172047242, -21.7738774 64.1048006)",364
3528,new_obj_251,13246,"LINESTRING (-21.77462525058641 64.1049172047242, -21.776526 64.1036299)",288
3529,new_obj_251,new_obj_315,"LINESTRING (-21.78063419996763 64.11195110010637, -21.7805085 64.1099375, -21.7770724 64.1059415, -21.77603319987604 64.10544235010636, -21.77462525058641 64.1049172047242)",671
3530,new_obj_257,12849,"LINESTRING (-21.81232987588015 64.10101026039575, -21.8124799 64.1018029)",4
3531,new_obj_261,9247,"LINESTRING (-21.78034163033539 64.1011833351193, -21.7831218 64.0994599)",355
3532,new_obj_261,new_obj_270,"LINESTRING (-21.78034163033539 64.1011833351193, -21.77980745004873 64.10141725019191)",24
3533,new_obj_267,9318,"LINESTRING (-21.7593283999884 64.10146860002622, -21.7579718 64.1012964)",382
3534,new_obj_267,new_obj_114,"LINESTRING (-21.7593283999884 64.10146860002622, -21.75977944999624 64.1016594500942)",635
3535,new_obj_27,12836,"LINESTRING (-21.77832548558674 64.09535409211134, -21.7783726 64.09568849999999)",15
3536,new_obj_270,13246,"LINESTRING (-21.77980745004873 64.10141725019191, -21.7778871 64.10272380000001, -21.776526 64.1036299)",28
3537,new_obj_270,new_obj_261,"LINESTRING (-21.77980745004873 64.10141725019191, -21.78034163033539 64.1011833351193)",355
3538,new_obj_273,275,"LINESTRING (-21.76448784361286 64.10168811594129, -21.7608319 64.1015149)",4
3539,new_obj_273,new_obj_162,"LINESTRING (-21.76448784361286 64.10168811594129, -21.76591829983344 64.10253235016287)",11
3540,new_obj_277,4385,"LINESTRING (-21.62399225015957 64.11019020006393, -21.6207525 64.1089734)",283
3541,new_obj_277,11399,"LINESTRING (-21.62399225015957 64.11019020006393, -21.628192 64.1102467)",154
3542,new_obj_286,8950,"LINESTRING (-21.82358985026296 64.11025185020694, -21.823773 64.1110168)",18
3543,new_obj_286,14188,"LINESTRING (-21.82358985026296 64.11025185020694, -21.8216578 64.1099966)",17
3544,new_obj_288,6627,"LINESTRING (-21.83049322112371 64.11012558682518, -21.8263757 64.1098673)",4
3545,new_obj_289,new_obj_288,"LINESTRING (-21.83244636345498 64.11013672211756, -21.83049322112371 64.11012558682518)",4
3546,new_obj_3,7250,"LINESTRING (-21.74447267785102 64.07392210383738, -21.7523125 64.0781369)",87
3547,new_obj_30,550,"LINESTRING (-21.65788110018119 64.0953491500711, -21.6602108 64.1018279)",24
3548,new_obj_30,13064,"LINESTRING (-21.65788110018119 64.0953491500711, -21.6594594 64.0951091)",12
3549,new_obj_303,new_obj_307,"LINESTRING (-21.82032976997402 64.10968338453395, -21.8210097112993 64.10987883390843)",16
3550,new_obj_307,14188,"LINESTRING (-21.8210097112993 64.10987883390843, -21.8216578 64.1099966)",18
3551,new_obj_307,new_obj_564,"LINESTRING (-21.8210097112993 64.10987883390843, -21.82081972223175 64.10898984572992)",17
3552,new_obj_31,10980,"LINESTRING (-21.69940905012145 64.0963636000462, -21.7018297 64.095299)",388
3553,new_obj_31,11575,"LINESTRING (-21.69940905012145 64.0963636000462, -21.6973527 64.09767309999999)",71
3554,new_obj_315,4788,"LINESTRING (-21.78063419996763 64.11195110010637, -21.780007 64.1144662)",606
3555,new_obj_315,new_obj_251,"LINESTRING (-21.78063419996763 64.11195110010637, -21.7805085 64.1099375, -21.7770724 64.1059415, -21.77603319987604 64.10544235010636, -21.77462525058641 64.1049172047242)",652
3556,new_obj_315,new_obj_404,"LINESTRING (-21.78063419996763 64.11195110010637, -21.78309553279178 64.11403872255754)",65
3557,new_obj_318,797,"LINESTRING (-21.84058494999235 64.11193595013958, -21.8406239 64.1110865)",28
3558,new_obj_318,new_obj_338,"LINESTRING (-21.84058494999235 64.11193595013958, -21.84082233114569 64.11244028282164)",57
3559,new_obj_325,8950,"LINESTRING (-21.82375984695252 64.11124983661104, -21.823773 64.1110168)",17
3560,new_obj_325,11926,"LINESTRING (-21.82375984695252 64.11124983661104, -21.8231934 64.1129183)",26
3561,new_obj_331,7150,"LINESTRING (-21.83727955004876 64.11315720003489, -21.8378001 64.1132898, -21.8384019 64.11338979999999)",8
3562,new_obj_332,1225,"LINESTRING (-21.82485299977256 64.11334180008497, -21.8279542 64.1129205, -21.8294431 64.1128865)",8
3563,new_obj_335,1324,"LINESTRING (-21.84055469705321 64.113388634003, -21.8404002 64.1137117)",57
3564,new_obj_335,13225,"LINESTRING (-21.84055469705321 64.113388634003, -21.8406888 64.1130497)",28
3565,new_obj_338,13225,"LINESTRING (-21.84082233114569 64.11244028282164, -21.8406888 64.1130497)",57
3566,new_obj_338,new_obj_318,"LINESTRING (-21.84082233114569 64.11244028282164, -21.84058494999235 64.11193595013958)",28
3567,new_obj_339,4716,"LINESTRING (-21.71001520009244 64.11127230003875, -21.710733 64.1101807)",6
3568,new_obj_339,4780,"LINESTRING (-21.71001520009244 64.11127230003875, -21.708518 64.1135709)",2
3569,new_obj_339,11091,"LINESTRING (-21.71001520009244 64.11127230003875, -21.7071696 64.11102320000001)",2
3570,new_obj_34,5382,"LINESTRING (-21.84450669978252 64.0964474500815, -21.8453493 64.0962497)",1
3571,new_obj_340,3572,"LINESTRING (-21.71200844987573 64.1113347500908, -21.7112592 64.1117785)",11
3572,new_obj_340,new_obj_339,"LINESTRING (-21.71200844987573 64.1113347500908, -21.71001520009244 64.11127230003875)",1
3573,new_obj_342,6712,"LINESTRING (-21.82230005004355 64.11410725002911, -21.821892 64.1144591)",18
3574,new_obj_342,new_obj_403,"LINESTRING (-21.82230005004355 64.11410725002911, -21.82259147842926 64.11365666159836)",17
3575,new_obj_36,2162,"LINESTRING (-21.80533956529948 64.0972893397561, -21.8029346 64.09713290000001, -21.7996376 64.09705599999999)",12
3576,new_obj_36,8509,"LINESTRING (-21.80533956529948 64.0972893397561, -21.8091309 64.0977968)",384
3577,new_obj_363,7904,"LINESTRING (-21.78853708842111 64.11722532721809, -21.7944775 64.11820849999999)",66
3578,new_obj_363,14827,"LINESTRING (-21.78853708842111 64.11722532721809, -21.7855303 64.1163703)",8
3579,new_obj_370,1324,"LINESTRING (-21.84334915024049 64.11576330020218, -21.8404002 64.1137117)",28
3580,new_obj_370,3167,"LINESTRING (-21.84334915024049 64.11576330020218, -21.8453553 64.11859130000001)",65
3581,new_obj_374,5527,"LINESTRING (-21.64365010013806 64.11877675006966, -21.6440632 64.1189267, -21.6460981 64.1196662)",70
3582,new_obj_374,5577,"LINESTRING (-21.64365010013806 64.11877675006966, -21.6391538 64.11472500000001)",195
3583,new_obj_385,10873,"LINESTRING (-21.79833136170799 64.11884703909524, -21.7979677 64.1193442, -21.7974747 64.1199823)",2
3584,new_obj_385,new_obj_559,"LINESTRING (-21.79833136170799 64.11884703909524, -21.80325979991102 64.11965445012179)",83
3585,new_obj_386,7904,"LINESTRING (-21.79439500018493 64.11853300006453, -21.7944775 64.11820849999999)",6
3586,new_obj_39,8439,"LINESTRING (-21.72265124996139 64.09328510027584, -21.7175683 64.09310929999999)",69
3587,new_obj_39,13777,"LINESTRING (-21.72265124996139 64.09328510027584, -21.7265904 64.09348319999999, -21.7270189 64.0935009, -21.7394883 64.09621)",452
3588,new_obj_390,new_obj_386,"LINESTRING (-21.79390005005141 64.11867895003353, -21.79439500018493 64.11853300006453)",6
3589,new_obj_399,new_obj_385,"LINESTRING (-21.79881047899181 64.11796579001594, -21.79833136170799 64.11884703909524)",13
3590,new_obj_4,476,"LINESTRING (-21.561294113192 64.07822871505786, -21.5740763 64.0806674)",15
3591,new_obj_403,11926,"LINESTRING (-21.82259147842926 64.11365666159836, -21.8231934 64.1129183)",17
3592,new_obj_403,new_obj_342,"LINESTRING (-21.82259147842926 64.11365666159836, -21.82230005004355 64.11410725002911)",18
3593,new_obj_404,10152,"LINESTRING (-21.78309553279178 64.11403872255754, -21.7842479 64.1152027)",66
3594,new_obj_404,new_obj_315,"LINESTRING (-21.78309553279178 64.11403872255754, -21.78063419996763 64.11195110010637)",8
3595,new_obj_407,9551,"LINESTRING (-21.77665436010553 64.11387397534362, -21.7800076 64.1148535)",11
3596,new_obj_407,new_obj_315,"LINESTRING (-21.77665436010553 64.11387397534362, -21.78063419996763 64.11195110010637)",3
3597,new_obj_407,new_obj_404,"LINESTRING (-21.77665436010553 64.11387397534362, -21.7772382 64.1141946, -21.7791464 64.1145903, -21.7803204 64.1145978, -21.78309553279178 64.11403872255754)",1
3598,new_obj_410,4460,"LINESTRING (-21.83860120002536 64.11993320010335, -21.8387885 64.12073289999999)",30
3599,new_obj_411,8816,"LINESTRING (-21.79258763586853 64.12007091034249, -21.7930028 64.1199101)",6
3600,new_obj_418,9504,"LINESTRING (-21.85604524482018 64.12037660590107, -21.8570084 64.1204603, -21.8580029 64.1205032)",9
3601,new_obj_418,new_obj_421,"LINESTRING (-21.85604524482018 64.12037660590107, -21.85366665001363 64.12048170012335)",3
3602,new_obj_419,new_obj_422,"LINESTRING (-21.85250535021348 64.12051390009368, -21.8510361 64.1205733, -21.84869745780223 64.12045333975564)",9
3603,new_obj_419,new_obj_431,"LINESTRING (-21.84869745780223 64.12045333975564, -21.84809309988398 64.1202565000481)",4
3604,new_obj_421,new_obj_418,"LINESTRING (-21.85366665001363 64.12048170012335, -21.85604524482018 64.12037660590107)",9
3605,new_obj_421,new_obj_422,"LINESTRING (-21.85366665001363 64.12048170012335, -21.85250535021348 64.12051390009368)",4
3606,new_obj_422,new_obj_419,"LINESTRING (-21.85250535021348 64.12051390009368, -21.8510361 64.1205733, -21.84869745780223 64.12045333975564)",4
3607,new_obj_422,new_obj_421,"LINESTRING (-21.85250535021348 64.12051390009368, -21.85366665001363 64.12048170012335)",9
3608,new_obj_423,13538,"LINESTRING (-21.80756584988397 64.1203457001512, -21.8081128 64.1203778)",83
3609,new_obj_425,10873,"LINESTRING (-21.79743260019313 64.12030835006644, -21.7974747 64.1199823)",6
3610,new_obj_425,new_obj_430,"LINESTRING (-21.79743260019313 64.12030835006644, -21.79722884999446 64.12057640003343)",2
3611,new_obj_430,5856,"LINESTRING (-21.79722884999446 64.12057640003343, -21.796865 64.12103070000001)",2
3612,new_obj_430,new_obj_425,"LINESTRING (-21.79722884999446 64.12057640003343, -21.79743260019313 64.12030835006644)",6
3613,new_obj_431,8351,"LINESTRING (-21.84809309988398 64.1202565000481, -21.8468792 64.1201997)",4
3614,new_obj_431,new_obj_419,"LINESTRING (-21.84809309988398 64.1202565000481, -21.84869745780223 64.12045333975564)",9
3615,new_obj_44,15059,"LINESTRING (-21.84442801935048 64.0978180602702, -21.8436928 64.0975086)",3
3616,new_obj_451,5309,"LINESTRING (-21.79530005000817 64.1216367002407, -21.7968241 64.1215444)",22
3617,new_obj_452,4610,"LINESTRING (-21.69309210014216 64.12221610005321, -21.698155 64.1231702)",26
3618,new_obj_452,new_obj_466,"LINESTRING (-21.69309210014216 64.12221610005321, -21.69064725026978 64.12174225010946)",2
3619,new_obj_453,14380,"LINESTRING (-21.78528595002162 64.12180100010383, -21.7927399 64.1216031)",28
3620,new_obj_454,new_obj_451,"LINESTRING (-21.79421583288293 64.12172862899493, -21.79530005000817 64.1216367002407)",22
3621,new_obj_458,10395,"LINESTRING (-21.86535679992298 64.12138455019611, -21.8646986 64.1212424)",3
3622,new_obj_458,14807,"LINESTRING (-21.86535679992298 64.12138455019611, -21.8658884 64.12137509999999)",9
3623,new_obj_461,new_obj_453,"LINESTRING (-21.78198305016945 64.12202495015813, -21.78409689993761 64.12184255003336, -21.78528595002162 64.12180100010383)",28
3624,new_obj_466,3958,"LINESTRING (-21.69064725026978 64.12174225010946, -21.6883902 64.1253548)",4
3625,new_obj_466,new_obj_452,"LINESTRING (-21.69064725026978 64.12174225010946, -21.69309210014216 64.12221610005321)",13
3626,new_obj_467,537,"LINESTRING (-21.81206616301749 64.12105910945547, -21.8118087 64.1213106)",13
3627,new_obj_467,15699,"LINESTRING (-21.81206616301749 64.12105910945547, -21.8129625 64.11972369999999)",13
3628,new_obj_467,new_obj_470,"LINESTRING (-21.81206616301749 64.12105910945547, -21.81309110001315 64.12110300002951)",380
3629,new_obj_468,537,"LINESTRING (-21.81111624998091 64.12092360015254, -21.8118087 64.1213106)",9
3630,new_obj_468,5398,"LINESTRING (-21.81111624998091 64.12092360015254, -21.8122126 64.12059120000001)",4
3631,new_obj_468,new_obj_467,"LINESTRING (-21.81111624998091 64.12092360015254, -21.81206616301749 64.12105910945547)",70
3632,new_obj_469,13817,"LINESTRING (-21.85944435011752 64.12063845004506, -21.8584233 64.12053330000001)",3
3633,new_obj_469,new_obj_471,"LINESTRING (-21.85944435011752 64.12063845004506, -21.86081924982767 64.12088450029952)",9
3634,new_obj_470,3009,"LINESTRING (-21.81309110001315 64.12110300002951, -21.8137236 64.12111590000001)",380
3635,new_obj_471,7599,"LINESTRING (-21.86081924982767 64.12088450029952, -21.8634482 64.1211022)",9
3636,new_obj_471,new_obj_469,"LINESTRING (-21.86081924982767 64.12088450029952, -21.85944435011752 64.12063845004506)",3
3637,new_obj_48,new_obj_51,"LINESTRING (-21.74334999985917 64.09831215024552, -21.74397329987982 64.09857275015325)",27
3638,new_obj_483,new_obj_517,"LINESTRING (-21.81350120920526 64.1229540125141, -21.81396119773724 64.12335519381463)",409
3639,new_obj_484,new_obj_549,"LINESTRING (-21.86865643280347 64.12254521409763, -21.86902965014407 64.12218875005848)",1
3640,new_obj_488,5202,"LINESTRING (-21.87542930025633 64.12248240009566, -21.8740132 64.1222964)",3
3641,new_obj_488,8793,"LINESTRING (-21.87542930025633 64.12248240009566, -21.8763493 64.1226071)",10
3642,new_obj_492,8793,"LINESTRING (-21.87708824985672 64.12263300008297, -21.8763493 64.1226071)",3
3643,new_obj_492,10666,"LINESTRING (-21.87708824985672 64.12263300008297, -21.8777317 64.1226872, -21.8790378 64.12281040000001)",10
3644,new_obj_494,new_obj_461,"LINESTRING (-21.78022077538386 64.12328204547038, -21.78198305016945 64.12202495015813)",28
3645,new_obj_498,10952,"LINESTRING (-21.82394605026164 64.12383175012336, -21.8238018 64.1232928)",29
3646,new_obj_498,new_obj_1263,"LINESTRING (-21.82394605026164 64.12383175012336, -21.82301635014325 64.12399655028193)",10
3647,new_obj_499,new_obj_1264,"LINESTRING (-21.81179985000154 64.12385340003094, -21.81182132840518 64.12411717064801)",14
3648,new_obj_499,new_obj_534,"LINESTRING (-21.81179985000154 64.12385340003094, -21.81176730009939 64.12348530004073)",318
3649,new_obj_500,954,"LINESTRING (-21.93106969986121 64.12302540004924, -21.9306823 64.1228332, -21.9299763 64.12259520000001)",409
3650,new_obj_502,new_obj_1258,"LINESTRING (-21.79673714980306 64.12421605009057, -21.7965607 64.12404290000001, -21.79631859999307 64.12384090013433)",18
3651,new_obj_51,3459,"LINESTRING (-21.74397329987982 64.09857275015325, -21.7456 64.0988349)",27
3652,new_obj_517,4701,"LINESTRING (-21.81396119773724 64.12335519381463, -21.8149531 64.1233754)",409
3653,new_obj_519,10666,"LINESTRING (-21.87945319992175 64.12295300018184, -21.8790378 64.12281040000001)",3
3654,new_obj_519,new_obj_527,"LINESTRING (-21.87945319992175 64.12295300018184, -21.88046319395744 64.12282084485479)",10
3655,new_obj_52,new_obj_110,"LINESTRING (-21.83522605012218 64.09803060009807, -21.83584590026054 64.09759625019157)",15
3656,new_obj_527,1171,"LINESTRING (-21.88046319395744 64.12282084485479, -21.88141440012313 64.1230858001268, -21.883152 64.12331159999999, -21.8866102 64.1238476)",12
3657,new_obj_527,new_obj_519,"LINESTRING (-21.88046319395744 64.12282084485479, -21.87945319992175 64.12295300018184)",3
3658,new_obj_530,9823,"LINESTRING (-21.82250534994108 64.12334535003296, -21.8216607 64.12340279999999)",29
3659,new_obj_531,new_obj_484,"LINESTRING (-21.86763087434149 64.12314387357171, -21.86865643280347 64.12254521409763)",1
3660,new_obj_534,537,"LINESTRING (-21.81176730009939 64.12348530004073, -21.8115725 64.122804, -21.8118087 64.1213106)",318
3661,new_obj_534,15723,"LINESTRING (-21.81176730009939 64.12348530004073, -21.8135559 64.1238149)",8
3662,new_obj_534,new_obj_499,"LINESTRING (-21.81176730009939 64.12348530004073, -21.81179985000154 64.12385340003094)",14
3663,new_obj_535,9551,"LINESTRING (-21.78493274991999 64.12366745003652, -21.7843213 64.1225414, -21.7800076 64.1148535)",641
3664,new_obj_535,13101,"LINESTRING (-21.78493274991999 64.12366745003652, -21.7909159 64.1243715)",549
3665,new_obj_535,16040,"LINESTRING (-21.78493274991999 64.12366745003652, -21.7809647 64.1257234)",68
3666,new_obj_538,781,"LINESTRING (-21.84751399999486 64.12214050003081, -21.8466406 64.1204293)",24
3667,new_obj_538,10539,"LINESTRING (-21.84751399999486 64.12214050003081, -21.8533281 64.1256906)",56
3668,new_obj_540,5254,"LINESTRING (-21.86986158349601 64.12181857641296, -21.8710289 64.1219121, -21.871573 64.12199990000001)",10
3669,new_obj_540,9349,"LINESTRING (-21.86986158349601 64.12181857641296, -21.868079 64.121607)",3
3670,new_obj_549,new_obj_540,"LINESTRING (-21.86902965014407 64.12218875005848, -21.8693817 64.1220466, -21.86986158349601 64.12181857641296)",1
3671,new_obj_55,15231,"LINESTRING (-21.82716894595453 64.0988731838785, -21.8303231 64.100593, -21.8306057 64.10079829999999)",43
3672,new_obj_55,new_obj_68,"LINESTRING (-21.82716894595453 64.0988731838785, -21.82748295005042 64.09856485023828)",407
3673,new_obj_55,new_obj_69,"LINESTRING (-21.82716894595453 64.0988731838785, -21.82610180014294 64.09860895023948)",12
3674,new_obj_558,new_obj_390,"LINESTRING (-21.79305435014676 64.11968715005898, -21.79390005005141 64.11867895003353)",6
3675,new_obj_559,new_obj_561,"LINESTRING (-21.80325979991102 64.11965445012179, -21.80459366028819 64.1197831531552)",83
3676,new_obj_56,5338,"LINESTRING (-21.84056500010094 64.09872565009054, -21.8417877 64.1005301)",2
3677,new_obj_561,new_obj_423,"LINESTRING (-21.80459366028819 64.1197831531552, -21.8061391 64.1201719, -21.80756584988397 64.1203457001512)",83
3678,new_obj_564,new_obj_215,"LINESTRING (-21.82081972223175 64.10898984572992, -21.82062725023627 64.10859355024947)",17
3679,new_obj_564,new_obj_307,"LINESTRING (-21.82081972223175 64.10898984572992, -21.8210097112993 64.10987883390843)",2
3680,new_obj_565,new_obj_303,"LINESTRING (-21.82017937647644 64.1090507968123, -21.82032976997402 64.10968338453395)",16
3681,new_obj_567,13009,"LINESTRING (-21.84102718272949 64.10903241178156, -21.8407285 64.1099863)",61
3682,new_obj_567,16099,"LINESTRING (-21.84102718272949 64.10903241178156, -21.8407494 64.1083132)",28
3683,new_obj_57,1078,"LINESTRING (-21.68953315360254 64.09981900664224, -21.6931145 64.0989539)",363
3684,new_obj_57,2804,"LINESTRING (-21.68953315360254 64.09981900664224, -21.6860527 64.1011252)",75
3685,new_obj_573,new_obj_578,"LINESTRING (-21.82985761365596 64.12449344060148, -21.82808319636833 64.1246510722364)",5
3686,new_obj_573,new_obj_598,"LINESTRING (-21.82985761365596 64.12449344060148, -21.83168322294878 64.12464370946563)",8
3687,new_obj_575,new_obj_600,"LINESTRING (-21.83541269999979 64.12448250009722, -21.83455258263505 64.12466321621177)",5
3688,new_obj_576,new_obj_599,"LINESTRING (-21.83728319997524 64.12451100009596, -21.83630943483472 64.12453518792137)",5
3689,new_obj_578,7354,"LINESTRING (-21.82808319636833 64.1246510722364, -21.8277152 64.1241577)",5
3690,new_obj_578,new_obj_573,"LINESTRING (-21.82808319636833 64.1246510722364, -21.82985761365596 64.12449344060148)",8
3691,new_obj_580,new_obj_604,"LINESTRING (-21.82478854999194 64.12526770003127, -21.82686822836231 64.1247469892904)",8
3692,new_obj_582,15011,"LINESTRING (-21.77544088969574 64.1255152821311, -21.7727164 64.1279657)",8
3693,new_obj_582,new_obj_494,"LINESTRING (-21.77544088969574 64.1255152821311, -21.78022077538386 64.12328204547038)",28
3694,new_obj_585,11648,"LINESTRING (-21.89434259980895 64.12485420006773, -21.8952351 64.1249409, -21.8970968 64.1253289)",391
3695,new_obj_585,new_obj_591,"LINESTRING (-21.89434259980895 64.12485420006773, -21.89085799981554 64.12444535011194)",2
3696,new_obj_588,new_obj_580,"LINESTRING (-21.82388825184824 64.12533226066974, -21.82478854999194 64.12526770003127)",8
3697,new_obj_588,new_obj_597,"LINESTRING (-21.82388825184824 64.12533226066974, -21.82382726738904 64.12457001604506)",1
3698,new_obj_591,new_obj_585,"LINESTRING (-21.89085799981554 64.12444535011194, -21.89434259980895 64.12485420006773)",391
3699,new_obj_591,new_obj_605,"LINESTRING (-21.89085799981554 64.12444535011194, -21.8900872009913 64.12434874790313)",2
3700,new_obj_593,14037,"LINESTRING (-21.8118286499856 64.12490455002886, -21.8100256 64.12445719999999)",13
3701,new_obj_593,15640,"LINESTRING (-21.8118286499856 64.12490455002886, -21.8132846 64.12442950000001)",64
3702,new_obj_593,new_obj_1273,"LINESTRING (-21.8118286499856 64.12490455002886, -21.81177939999641 64.1244175000303)",17
3703,new_obj_593,new_obj_700,"LINESTRING (-21.8118286499856 64.12490455002886, -21.81187850029076 64.12542600017248)",95
3704,new_obj_594,6597,"LINESTRING (-21.84325890002702 64.1247615500306, -21.8439511 64.1247882, -21.8453699 64.1255156)",9
3705,new_obj_597,new_obj_498,"LINESTRING (-21.82382726738904 64.12457001604506, -21.8238409 64.1241576, -21.82394605026164 64.12383175012336)",1
3706,new_obj_598,9253,"LINESTRING (-21.83168322294878 64.12464370946563, -21.8322759 64.1242455)",8
3707,new_obj_598,new_obj_573,"LINESTRING (-21.83168322294878 64.12464370946563, -21.82985761365596 64.12449344060148)",5
3708,new_obj_599,new_obj_575,"LINESTRING (-21.83630943483472 64.12453518792137, -21.83541269999979 64.12448250009722)",5
3709,new_obj_60,new_obj_55,"LINESTRING (-21.82669340322331 64.09917941526315, -21.82716894595453 64.0988731838785)",11
3710,new_obj_600,new_obj_601,"LINESTRING (-21.83455258263505 64.12466321621177, -21.8331299199707 64.12464331628318)",5
3711,new_obj_601,new_obj_598,"LINESTRING (-21.8331299199707 64.12464331628318, -21.83168322294878 64.12464370946563)",5
3712,new_obj_603,new_obj_594,"LINESTRING (-21.84058731009115 64.12465875194643, -21.841837 64.1247023, -21.84325890002702 64.1247615500306)",9
3713,new_obj_604,new_obj_578,"LINESTRING (-21.82686822836231 64.1247469892904, -21.82808319636833 64.1246510722364)",8
3714,new_obj_605,12353,"LINESTRING (-21.8900872009913 64.12434874790313, -21.8888332 64.1242146)",2
3715,new_obj_605,new_obj_591,"LINESTRING (-21.8900872009913 64.12434874790313, -21.89085799981554 64.12444535011194)",12
3716,new_obj_608,12043,"LINESTRING (-21.85557525006561 64.12462355005411, -21.8542859 64.1239985)",1
3717,new_obj_609,new_obj_702,"LINESTRING (-21.73640690010557 64.12541635005064, -21.7355709501751 64.12591560008207)",2
3718,new_obj_610,new_obj_709,"LINESTRING (-21.83957144989535 64.12491325022552, -21.83945823295352 64.12538862942969)",9
3719,new_obj_613,6552,"LINESTRING (-21.87903590006467 64.12467105003348, -21.8794547 64.1240409)",3
3720,new_obj_613,new_obj_673,"LINESTRING (-21.87903590006467 64.12467105003348, -21.87827749362778 64.12590153467734)",12
3721,new_obj_616,new_obj_535,"LINESTRING (-21.78698769991477 64.12527270006068, -21.78580064992754 64.12450440006789, -21.78493274991999 64.12366745003652)",5
3722,new_obj_617,7652,"LINESTRING (-21.79765930005823 64.1252165500333, -21.7975269 64.12501469999999)",14
3723,new_obj_619,964,"LINESTRING (-21.84784760728127 64.1249154307245, -21.8462126 64.1246046)",120
3724,new_obj_619,9406,"LINESTRING (-21.84784760728127 64.1249154307245, -21.8493457 64.12521839999999, -21.849921 64.12529979999999)",2999
3725,new_obj_625,7427,"LINESTRING (-21.74815812925568 64.12633809192999, -21.7496483 64.1289044)",28
3726,new_obj_625,new_obj_727,"LINESTRING (-21.74815812925568 64.12633809192999, -21.74709659998979 64.12623230024076)",1
3727,new_obj_629,new_obj_671,"LINESTRING (-21.79686462432617 64.12594123131176, -21.79766194685705 64.12626063799401)",2
3728,new_obj_629,new_obj_692,"LINESTRING (-21.79686462432617 64.12594123131176, -21.79734968886352 64.12567146187486)",14
3729,new_obj_631,new_obj_724,"LINESTRING (-21.74477880000119 64.12628685002599, -21.7435398998527 64.12617535014091)",1
3730,new_obj_631,new_obj_725,"LINESTRING (-21.74477880000119 64.12628685002599, -21.74543689999678 64.12621750023726)",14
3731,new_obj_634,7517,"LINESTRING (-21.78293131666965 64.12620081308842, -21.7833914 64.1262911, -21.7914753 64.1258957)",1
3732,new_obj_634,15129,"LINESTRING (-21.78293131666965 64.12620081308842, -21.7797129 64.1262772)",8
3733,new_obj_635,11648,"LINESTRING (-21.89789404979955 64.12557290010263, -21.8970968 64.1253289)",2
3734,new_obj_635,new_obj_662,"LINESTRING (-21.89789404979955 64.12557290010263, -21.89877363486661 64.12574251140789)",1
3735,new_obj_638,9850,"LINESTRING (-21.73869020014286 64.12653110005516, -21.7393192 64.1259129)",15
3736,new_obj_64,new_obj_44,"LINESTRING (-21.84645184970355 64.09815470012903, -21.84442801935048 64.0978180602702)",3
3737,new_obj_642,8100,"LINESTRING (-21.92856558998838 64.12604639311802, -21.929709 64.1258217, -21.9310842 64.12340039999999)",409
3738,new_obj_644,new_obj_649,"LINESTRING (-21.90114224989662 64.12613230015275, -21.90174594992858 64.12622615015547)",1
3739,new_obj_644,new_obj_664,"LINESTRING (-21.89966451622909 64.12580324503244, -21.90063854991391 64.12605155015122, -21.90114224989662 64.12613230015275)",3
3740,new_obj_647,new_obj_747,"LINESTRING (-21.87793576398978 64.12631525940913, -21.87708670006139 64.1273645500335)",12
3741,new_obj_649,2258,"LINESTRING (-21.90174594992858 64.12622615015547, -21.9009144 64.1263666)",7
3742,new_obj_649,new_obj_644,"LINESTRING (-21.90174594992858 64.12622615015547, -21.90114224989662 64.12613230015275)",3
3743,new_obj_649,new_obj_748,"LINESTRING (-21.90174594992858 64.12622615015547, -21.90771954983134 64.12723850010224)",1
3744,new_obj_65,new_obj_109,"LINESTRING (-21.8278549498271 64.09825570018546, -21.82720910017066 64.09744710006002)",408
3745,new_obj_65,new_obj_68,"LINESTRING (-21.8278549498271 64.09825570018546, -21.82748295005042 64.09856485023828)",14
3746,new_obj_653,new_obj_880,"LINESTRING (-21.8631244501 64.12649285004269, -21.86304623146011 64.12678133823486)",13
3747,new_obj_655,new_obj_688,"LINESTRING (-21.85833079987236 64.12663195025505, -21.85681154967251 64.12637395016679)",136
3748,new_obj_655,new_obj_746,"LINESTRING (-21.86321974982013 64.12743500005899, -21.862296 64.1272237, -21.85833079987236 64.12663195025505)",3063
3749,new_obj_657,784,"LINESTRING (-21.83634085015457 64.1267591500572, -21.8365609 64.1260836)",5
3750,new_obj_659,15164,"LINESTRING (-21.83733440026625 64.12679320011411, -21.8367869 64.1272812)",1
3751,new_obj_660,new_obj_883,"LINESTRING (-21.79821854982682 64.12653250014247, -21.80045790018415 64.12715360007428)",2
3752,new_obj_662,new_obj_635,"LINESTRING (-21.89877363486661 64.12574251140789, -21.89789404979955 64.12557290010263)",2
3753,new_obj_662,new_obj_664,"LINESTRING (-21.89877363486661 64.12574251140789, -21.89966451622909 64.12580324503244)",1
3754,new_obj_664,14143,"LINESTRING (-21.89966451622909 64.12580324503244, -21.8989945 64.1229577)",19
